seller_id,product_id,product_title,category,price,discount_pct,rating,num_reviews,orders_last_30d,views_last_30d,trend_score,cod_share,rto_rate,return_rate,succeeded
S109,P0534,Embroidered Kurti Set,Kurtis,546.0,5,3.76,31,35,171,0.688,0.611,0.101,0.15,1
S109,P0535,Cotton Cushion Cover,Home Decor,407.0,15,3.65,24,28,74,0.0,0.617,0.068,0.118,0
S109,P0536,Cotton Straight Kurti,Kurtis,401.0,0,4.18,37,44,364,0.683,0.551,0.118,0.157,1
S109,P0537,Kids Pajama Set,Kids Wear,1261.0,0,4.23,40,12,161,0.563,0.571,0.073,0.138,0
S109,P0538,Men's Running Shoes,Footwear,823.0,0,4.12,23,15,176,0.225,0.366,0.123,0.106,0
S109,P0539,Wireless Mouse,Electronics Accessories,821.0,0,4.19,33,13,139,0.194,0.63,0.105,0.13,0
S109,P0540,Ceramic Planter,Home Decor,829.0,0,3.88,34,4,595,0.04,0.626,0.085,0.091,0
S109,P0541,Men's Running Shoes,Footwear,651.0,0,3.64,42,7,195,0.206,0.391,0.111,0.111,0
S109,P0542,Kids Casual Sneakers,Footwear,838.0,0,4.51,44,14,89,0.171,0.372,0.12,0.112,0
S109,P0543,Kids Pajama Set,Kids Wear,1310.0,5,4.32,35,17,845,0.632,0.563,0.08,0.128,0
S109,P0544,Ceramic Planter,Home Decor,727.0,5,3.55,29,14,159,0.0,0.597,0.078,0.09,0
S109,P0545,Kids Pajama Set,Kids Wear,443.0,10,4.42,34,47,637,0.583,0.561,0.07,0.121,1
S109,P0546,Kids Pajama Set,Kids Wear,2580.0,15,3.48,47,0,693,0.638,0.551,0.076,0.117,0
S109,P0547,Wireless Mouse,Electronics Accessories,628.0,0,4.55,31,21,408,0.231,0.673,0.109,0.139,0
S109,P0548,Boys Cotton Shirt,Kids Wear,747.0,15,3.62,22,33,29,0.585,0.574,0.086,0.114,0
S109,P0549,Cotton Cushion Cover,Home Decor,253.0,5,3.79,41,35,202,0.008,0.607,0.073,0.104,0
S109,P0550,Ethnic Juttis,Footwear,1040.0,5,3.73,28,0,420,0.206,0.411,0.11,0.121,0
S109,P0551,USB Cable 3-pack,Electronics Accessories,425.0,5,4.28,29,43,547,0.274,0.617,0.098,0.134,1
S109,P0552,Boys Cotton Shirt,Kids Wear,433.0,15,3.97,30,51,1099,0.622,0.531,0.086,0.121,1
S109,P0553,Bluetooth Neckband,Electronics Accessories,988.0,5,3.97,37,7,828,0.267,0.646,0.098,0.12,0
S109,P0554,Cotton Cushion Cover,Home Decor,592.0,15,3.64,32,23,195,0.0,0.588,0.077,0.102,0
S109,P0555,Kids Pajama Set,Kids Wear,1126.0,0,4.18,28,16,375,0.621,0.582,0.087,0.109,0
S109,P0556,Men's Running Shoes,Footwear,1176.0,15,3.34,42,9,305,0.196,0.357,0.121,0.126,0
S109,P0557,Printed A-line Kurti,Kurtis,629.0,15,4.15,40,43,1866,0.708,0.582,0.107,0.146,1
S109,P0558,Boys Cotton Shirt,Kids Wear,255.0,5,2.59,38,37,601,0.622,0.536,0.09,0.128,0
S109,P0559,Wireless Mouse,Electronics Accessories,1370.0,15,4.6,20,8,757,0.284,0.672,0.117,0.127,0
S109,P0560,Ethnic Juttis,Footwear,1012.0,15,3.58,38,12,182,0.263,0.378,0.124,0.112,0
S109,P0561,Ethnic Juttis,Footwear,590.0,15,3.57,26,22,398,0.217,0.367,0.113,0.122,0
S109,P0562,USB Cable 3-pack,Electronics Accessories,693.0,5,3.87,33,18,57,0.246,0.638,0.093,0.115,0
S109,P0563,Embroidered Kurti Set,Kurtis,411.0,10,3.03,35,45,171,0.713,0.567,0.115,0.16,1
S109,P0564,LED Fairy Lights,Home Decor,477.0,0,4.3,43,28,17,0.058,0.601,0.069,0.098,0
S109,P0565,Pearl Drop Earrings,Jewellery,827.0,0,3.69,35,34,127,1.0,0.526,0.123,0.122,0
S109,P0566,Cotton Cushion Cover,Home Decor,981.0,0,3.39,39,0,146,0.0,0.623,0.079,0.101,0
S109,P0567,Printed A-line Kurti,Kurtis,1409.0,15,3.61,42,8,251,0.674,0.597,0.113,0.132,0
S109,P0568,Embroidered Kurti Set,Kurtis,862.0,10,3.31,27,33,611,0.732,0.61,0.111,0.147,0
S109,P0569,LED Fairy Lights,Home Decor,1694.0,10,3.64,29,0,88,0.0,0.569,0.053,0.111,0
S109,P0570,Oxidised Silver Jhumkas,Jewellery,787.0,20,3.68,36,50,225,0.973,0.488,0.139,0.131,1
S109,P0571,Printed A-line Kurti,Kurtis,1064.0,0,3.6,24,20,256,0.688,0.577,0.107,0.129,0
S109,P0572,Kids Casual Sneakers,Footwear,920.0,5,4.22,22,12,564,0.181,0.407,0.12,0.138,0
S109,P0573,Ethnic Juttis,Footwear,1125.0,10,3.8,32,5,191,0.232,0.372,0.139,0.142,0
S109,P0574,USB Cable 3-pack,Electronics Accessories,502.0,0,4.76,37,26,152,0.229,0.607,0.132,0.116,0
S109,P0575,Bluetooth Neckband,Electronics Accessories,753.0,0,3.65,41,9,173,0.242,0.639,0.112,0.126,0
S109,P0576,Pearl Drop Earrings,Jewellery,997.0,5,4.13,32,38,433,0.98,0.518,0.133,0.133,0
S109,P0577,Bluetooth Neckband,Electronics Accessories,996.0,20,3.12,43,13,718,0.256,0.632,0.108,0.118,0
S109,P0578,Oxidised Silver Jhumkas,Jewellery,603.0,15,3.3,22,47,237,0.973,0.531,0.135,0.117,1
S109,P0579,Women's Flat Sandals,Footwear,501.0,15,3.76,23,35,476,0.193,0.404,0.112,0.13,0
S109,P0580,Men's Running Shoes,Footwear,623.0,10,3.79,38,23,267,0.248,0.415,0.095,0.112,0
S109,P0581,Kids Pajama Set,Kids Wear,1215.0,0,4.31,34,8,183,0.636,0.566,0.091,0.112,0
S109,P0582,Wall Hanging Clock,Home Decor,575.0,5,4.17,34,24,153,0.015,0.625,0.07,0.109,0
S109,P0583,Beaded Bracelet,Jewellery,437.0,5,3.46,39,47,1602,0.996,0.498,0.134,0.119,1
S109,P0584,Oxidised Silver Jhumkas,Jewellery,883.0,20,3.38,32,47,755,1.0,0.526,0.123,0.114,1
S109,P0585,USB Cable 3-pack,Electronics Accessories,813.0,25,3.49,36,32,102,0.287,0.656,0.114,0.128,0
S109,P0586,Cotton Straight Kurti,Kurtis,517.0,5,4.3,31,44,280,0.648,0.599,0.119,0.151,1
S110,P0587,Ethnic Juttis,Footwear,508.0,25,4.16,40,52,48,0.164,0.363,0.109,0.134,1
S110,P0588,Floral Anarkali Kurti,Kurtis,334.0,25,3.32,43,60,132,0.712,0.579,0.131,0.135,1
S110,P0589,Bluetooth Neckband,Electronics Accessories,541.0,0,4.3,37,26,348,0.264,0.651,0.092,0.099,0
S110,P0590,Wireless Mouse,Electronics Accessories,782.0,0,4.17,32,22,102,0.268,0.621,0.122,0.099,0
S110,P0591,Ethnic Juttis,Footwear,683.0,0,3.68,33,18,355,0.185,0.397,0.122,0.116,0
S110,P0592,Girls Party Dress,Kids Wear,611.0,20,4.13,44,55,656,0.637,0.564,0.081,0.124,1
S110,P0593,Wireless Mouse,Electronics Accessories,174.0,0,3.77,31,37,940,0.259,0.617,0.125,0.116,0
S110,P0594,LED Fairy Lights,Home Decor,870.0,15,3.16,54,14,222,0.025,0.608,0.076,0.095,0
S110,P0595,Bluetooth Neckband,Electronics Accessories,500.0,0,3.55,31,27,68,0.273,0.635,0.102,0.128,0
S110,P0596,Floral Anarkali Kurti,Kurtis,862.0,0,3.99,58,35,106,0.717,0.561,0.104,0.14,1
S110,P0597,Beaded Bracelet,Jewellery,980.0,0,3.65,40,28,557,0.998,0.541,0.117,0.128,0
S110,P0598,Oxidised Silver Jhumkas,Jewellery,751.0,25,4.51,41,64,866,0.961,0.549,0.137,0.111,1
S110,P0599,Oxidised Silver Jhumkas,Jewellery,867.0,0,2.81,35,23,299,1.0,0.528,0.117,0.127,0
S110,P0600,Girls Party Dress,Kids Wear,598.0,0,4.36,53,38,640,0.586,0.575,0.079,0.125,0
S110,P0601,Floral Anarkali Kurti,Kurtis,1480.0,0,4.69,47,6,213,0.659,0.56,0.114,0.14,0
S110,P0602,Phone Ring Holder,Electronics Accessories,379.0,0,4.52,35,32,163,0.234,0.627,0.112,0.128,0
S110,P0603,Kids Casual Sneakers,Footwear,1194.0,20,3.74,32,15,287,0.183,0.367,0.127,0.132,0
S110,P0604,Embroidered Kurti Set,Kurtis,930.0,20,4.8,40,51,1585,0.725,0.574,0.116,0.146,1
S110,P0605,Kids Printed Frock,Kids Wear,508.0,0,3.76,31,30,1003,0.578,0.6,0.077,0.113,0
S110,P0606,Cotton Straight Kurti,Kurtis,825.0,0,4.21,37,34,360,0.653,0.587,0.107,0.143,0
S110,P0607,Ceramic Planter,Home Decor,414.0,20,3.7,41,40,75,0.0,0.577,0.093,0.087,0
S110,P0608,Kids Casual Sneakers,Footwear,2306.0,25,3.14,39,0,96,0.258,0.361,0.115,0.11,0
S110,P0609,Phone Ring Holder,Electronics Accessories,788.0,15,4.25,44,32,258,0.207,0.622,0.108,0.11,0
S110,P0610,Embroidered Kurti Set,Kurtis,1512.0,25,3.89,45,27,128,0.726,0.596,0.115,0.149,0
S110,P0611,Wireless Mouse,Electronics Accessories,689.0,0,3.69,35,17,350,0.235,0.633,0.099,0.123,0
S110,P0612,Pearl Drop Earrings,Jewellery,828.0,15,4.28,41,45,521,1.0,0.526,0.148,0.124,1
S110,P0613,LED Fairy Lights,Home Decor,650.0,0,3.06,37,13,229,0.049,0.599,0.084,0.123,0
S110,P0614,Ceramic Planter,Home Decor,659.0,5,4.34,40,28,101,0.012,0.58,0.08,0.091,0
S110,P0615,Pearl Drop Earrings,Jewellery,474.0,10,3.68,43,61,401,1.0,0.518,0.12,0.125,1
S110,P0616,Pearl Drop Earrings,Jewellery,691.0,10,4.9,47,62,374,1.0,0.499,0.13,0.12,1
S110,P0617,Printed A-line Kurti,Kurtis,1220.0,5,3.71,45,20,485,0.652,0.548,0.103,0.152,0
S110,P0618,Embroidered Kurti Set,Kurtis,821.0,25,4.35,44,51,188,0.732,0.606,0.112,0.157,1
S110,P0619,Ethnic Juttis,Footwear,734.0,0,4.19,42,21,702,0.159,0.363,0.125,0.117,0
S110,P0620,Cotton Straight Kurti,Kurtis,1020.0,10,3.87,51,30,584,0.661,0.565,0.111,0.15,0
S110,P0621,Bluetooth Neckband,Electronics Accessories,1162.0,20,3.47,33,11,107,0.222,0.646,0.12,0.118,0
S110,P0622,Oxidised Silver Jhumkas,Jewellery,291.0,0,3.4,50,67,287,0.973,0.518,0.132,0.121,1
S110,P0623,Embroidered Kurti Set,Kurtis,648.0,10,3.3,35,38,478,0.693,0.565,0.117,0.152,0
S110,P0624,Cotton Cushion Cover,Home Decor,484.0,15,4.29,40,43,428,0.013,0.615,0.086,0.095,1
S110,P0625,Cotton Straight Kurti,Kurtis,1300.0,0,4.14,39,15,618,0.644,0.569,0.102,0.152,0
S110,P0626,Kids Pajama Set,Kids Wear,1133.0,10,3.94,46,31,635,0.585,0.569,0.076,0.112,0
S110,P0627,Ethnic Juttis,Footwear,511.0,0,3.87,40,27,429,0.23,0.388,0.105,0.124,0
S111,P0628,Ceramic Planter,Home Decor,735.0,0,3.83,43,18,291,0.0,0.628,0.093,0.119,0
S111,P0629,Cotton Straight Kurti,Kurtis,1492.0,5,4.67,55,13,825,0.652,0.571,0.108,0.149,0
S111,P0630,Cotton Straight Kurti,Kurtis,785.0,5,3.78,52,45,836,0.737,0.572,0.112,0.142,1
S111,P0631,Kids Pajama Set,Kids Wear,1465.0,0,4.48,49,16,685,0.655,0.58,0.1,0.105,0
S111,P0632,Kundan Choker Set,Jewellery,391.0,0,3.92,53,58,1199,0.987,0.508,0.139,0.114,1
S111,P0633,Boys Cotton Shirt,Kids Wear,1296.0,5,4.46,52,22,765,0.635,0.576,0.083,0.125,0
S111,P0634,Kids Printed Frock,Kids Wear,410.0,20,4.51,45,64,421,0.587,0.569,0.089,0.122,1
S111,P0635,Women's Flat Sandals,Footwear,500.0,10,4.61,50,44,84,0.212,0.358,0.117,0.114,1
S111,P0636,Boys Cotton Shirt,Kids Wear,632.0,5,3.49,53,41,269,0.567,0.575,0.08,0.131,0
S111,P0637,Embroidered Kurti Set,Kurtis,286.0,10,4.57,58,70,809,0.687,0.609,0.108,0.137,1
S111,P0638,Kids Casual Sneakers,Footwear,1030.0,25,4.16,53,40,636,0.239,0.388,0.13,0.119,1
S111,P0639,Girls Party Dress,Kids Wear,483.0,0,4.14,47,50,433,0.619,0.54,0.091,0.104,1
S111,P0640,Men's Running Shoes,Footwear,588.0,0,3.98,50,24,235,0.231,0.379,0.121,0.128,0
S111,P0641,Kids Casual Sneakers,Footwear,528.0,10,5.0,37,49,216,0.189,0.405,0.114,0.123,1
S111,P0642,Kids Printed Frock,Kids Wear,1058.0,10,3.97,45,36,570,0.633,0.564,0.095,0.134,0
S111,P0643,Beaded Bracelet,Jewellery,1186.0,10,3.81,56,36,304,1.0,0.529,0.125,0.123,0
S111,P0644,Women's Flat Sandals,Footwear,1039.0,0,4.28,53,12,35,0.188,0.395,0.115,0.121,0
S111,P0645,Floral Anarkali Kurti,Kurtis,814.0,5,3.85,52,30,667,0.69,0.613,0.112,0.135,0
S111,P0646,Beaded Bracelet,Jewellery,1062.0,25,3.97,59,50,530,0.987,0.543,0.142,0.121,1
S111,P0647,Men's Running Shoes,Footwear,290.0,20,4.71,55,65,407,0.217,0.409,0.106,0.107,1
S111,P0648,Girls Party Dress,Kids Wear,284.0,15,4.35,56,65,372,0.61,0.586,0.085,0.121,1
S111,P0649,Printed A-line Kurti,Kurtis,276.0,15,4.44,59,69,41,0.746,0.589,0.108,0.131,1
S111,P0650,LED Fairy Lights,Home Decor,1156.0,0,4.79,61,6,90,0.0,0.595,0.073,0.095,0
S111,P0651,Kids Printed Frock,Kids Wear,901.0,0,3.86,59,32,251,0.594,0.538,0.081,0.112,0
S111,P0652,Beaded Bracelet,Jewellery,296.0,0,4.87,53,69,1745,1.0,0.495,0.121,0.139,1
S111,P0653,Kids Printed Frock,Kids Wear,885.0,0,4.38,62,30,268,0.559,0.568,0.049,0.127,0
S111,P0654,Kids Printed Frock,Kids Wear,1675.0,25,3.83,52,22,427,0.616,0.558,0.093,0.118,0
S111,P0655,Cotton Straight Kurti,Kurtis,565.0,0,3.8,59,41,473,0.671,0.592,0.115,0.145,1
S111,P0656,Kundan Choker Set,Jewellery,892.0,10,4.14,48,48,289,1.0,0.512,0.135,0.113,1
S111,P0657,Wireless Mouse,Electronics Accessories,1404.0,0,4.4,49,1,333,0.235,0.635,0.12,0.116,0
S111,P0658,Wireless Mouse,Electronics Accessories,884.0,0,4.54,50,23,474,0.278,0.641,0.108,0.121,0
S111,P0659,USB Cable 3-pack,Electronics Accessories,529.0,25,4.23,51,49,394,0.266,0.641,0.107,0.12,1
S111,P0660,Beaded Bracelet,Jewellery,1368.0,10,4.66,58,34,464,0.963,0.53,0.149,0.12,0
S111,P0661,Kids Printed Frock,Kids Wear,896.0,10,3.71,55,28,385,0.646,0.561,0.089,0.105,0
S111,P0662,Men's Running Shoes,Footwear,1751.0,5,3.69,59,0,138,0.223,0.353,0.125,0.108,0
S111,P0663,Boys Cotton Shirt,Kids Wear,940.0,5,3.98,65,39,839,0.58,0.526,0.09,0.099,0
S111,P0664,Kids Printed Frock,Kids Wear,1170.0,0,3.97,56,23,115,0.574,0.575,0.088,0.12,0
S111,P0665,Ceramic Planter,Home Decor,854.0,10,4.35,57,26,186,0.011,0.621,0.083,0.103,0
S111,P0666,Cotton Straight Kurti,Kurtis,1553.0,0,4.2,49,6,263,0.622,0.61,0.098,0.123,0
S111,P0667,Wireless Mouse,Electronics Accessories,819.0,0,4.39,53,24,85,0.266,0.647,0.108,0.108,0
S111,P0668,Men's Running Shoes,Footwear,287.0,0,3.68,51,39,494,0.249,0.397,0.113,0.126,1
S111,P0669,Wireless Mouse,Electronics Accessories,241.0,0,4.23,62,45,353,0.253,0.627,0.098,0.1,1
S111,P0670,Phone Ring Holder,Electronics Accessories,1157.0,5,4.09,67,8,274,0.252,0.653,0.121,0.129,0
S111,P0671,Girls Party Dress,Kids Wear,923.0,25,4.71,55,56,919,0.612,0.568,0.095,0.096,1
S111,P0672,Kids Casual Sneakers,Footwear,592.0,0,4.06,59,30,176,0.224,0.399,0.111,0.125,0
S111,P0673,Phone Ring Holder,Electronics Accessories,1135.0,25,3.89,49,30,427,0.21,0.662,0.124,0.122,0
S111,P0674,Embroidered Kurti Set,Kurtis,1018.0,20,4.39,49,43,1405,0.708,0.579,0.115,0.134,1
S111,P0675,Kids Casual Sneakers,Footwear,381.0,10,4.26,53,38,446,0.211,0.381,0.116,0.128,1
S111,P0676,Kids Printed Frock,Kids Wear,715.0,25,4.31,45,56,449,0.62,0.595,0.076,0.114,1
S111,P0677,LED Fairy Lights,Home Decor,462.0,0,4.13,58,34,188,0.004,0.549,0.065,0.122,0
S111,P0678,Cotton Cushion Cover,Home Decor,216.0,10,3.33,56,41,199,0.0,0.614,0.064,0.102,1
S111,P0679,Kids Printed Frock,Kids Wear,826.0,0,3.93,58,23,179,0.556,0.564,0.091,0.108,0
S111,P0680,Cotton Cushion Cover,Home Decor,359.0,10,3.95,50,40,209,0.0,0.595,0.093,0.089,1
S111,P0681,Women's Flat Sandals,Footwear,346.0,0,4.06,50,36,192,0.221,0.388,0.121,0.118,0
S111,P0682,Printed A-line Kurti,Kurtis,335.0,5,4.19,54,58,96,0.702,0.577,0.118,0.151,1
S111,P0683,USB Cable 3-pack,Electronics Accessories,904.0,5,3.6,54,21,416,0.21,0.665,0.135,0.107,0
S111,P0684,Wall Hanging Clock,Home Decor,1032.0,5,3.34,53,9,143,0.0,0.621,0.078,0.099,0
S111,P0685,Kids Pajama Set,Kids Wear,313.0,0,3.74,54,49,382,0.622,0.585,0.099,0.12,1
S111,P0686,Kundan Choker Set,Jewellery,860.0,10,4.22,43,47,1214,0.974,0.51,0.1,0.106,1
S112,P0687,Wall Hanging Clock,Home Decor,1075.0,15,4.52,26,11,214,0.0,0.608,0.09,0.1,0
S112,P0688,Ethnic Juttis,Footwear,291.0,15,3.61,35,35,502,0.231,0.364,0.127,0.133,0
S112,P0689,Men's Running Shoes,Footwear,599.0,0,3.56,41,18,432,0.204,0.396,0.126,0.115,0
S112,P0690,Boys Cotton Shirt,Kids Wear,822.0,0,3.4,36,26,137,0.599,0.563,0.095,0.118,0
S112,P0691,Wall Hanging Clock,Home Decor,1138.0,0,3.71,34,0,184,0.0,0.605,0.065,0.077,0
S112,P0692,Embroidered Kurti Set,Kurtis,813.0,20,3.37,47,38,386,0.694,0.614,0.102,0.125,0
S112,P0693,Girls Party Dress,Kids Wear,886.0,0,3.53,33,24,202,0.614,0.544,0.069,0.107,0
S112,P0694,Kids Pajama Set,Kids Wear,293.0,15,2.72,22,44,445,0.577,0.566,0.08,0.128,1
S112,P0695,Bluetooth Neckband,Electronics Accessories,366.0,0,4.26,30,22,249,0.232,0.655,0.103,0.106,0
S112,P0696,Phone Ring Holder,Electronics Accessories,1182.0,20,3.71,25,11,320,0.249,0.646,0.11,0.091,0
S112,P0697,Ethnic Juttis,Footwear,920.0,10,4.01,26,9,88,0.163,0.409,0.107,0.12,0
S112,P0698,Wireless Mouse,Electronics Accessories,524.0,20,4.35,29,37,1119,0.224,0.637,0.112,0.123,0
S112,P0699,Pearl Drop Earrings,Jewellery,386.0,10,2.86,38,52,411,0.976,0.489,0.143,0.129,1
S112,P0700,Cotton Cushion Cover,Home Decor,651.0,10,3.25,33,18,504,0.0,0.582,0.075,0.104,0
S112,P0701,Bluetooth Neckband,Electronics Accessories,834.0,10,3.09,46,12,270,0.296,0.649,0.111,0.129,0
S112,P0702,Wall Hanging Clock,Home Decor,797.0,25,3.54,51,20,230,0.0,0.609,0.073,0.099,0
S112,P0703,Cotton Straight Kurti,Kurtis,695.0,5,4.12,33,36,1040,0.634,0.566,0.107,0.15,0
S112,P0704,Wall Hanging Clock,Home Decor,1217.0,0,3.92,24,0,99,0.016,0.591,0.08,0.104,0
S112,P0705,Cotton Cushion Cover,Home Decor,2048.0,5,3.94,24,0,147,0.018,0.606,0.067,0.089,0
S112,P0706,USB Cable 3-pack,Electronics Accessories,433.0,15,3.39,27,38,506,0.244,0.645,0.12,0.099,0
S112,P0707,Floral Anarkali Kurti,Kurtis,812.0,0,3.65,41,25,536,0.595,0.586,0.112,0.141,0
S112,P0708,USB Cable 3-pack,Electronics Accessories,1097.0,20,3.44,39,12,205,0.22,0.648,0.126,0.122,0
S112,P0709,Oxidised Silver Jhumkas,Jewellery,439.0,15,3.97,37,55,1182,0.996,0.514,0.136,0.135,1
S112,P0710,Embroidered Kurti Set,Kurtis,1084.0,15,3.57,18,30,102,0.712,0.56,0.114,0.159,0
S112,P0711,Embroidered Kurti Set,Kurtis,544.0,0,2.9,45,27,169,0.663,0.578,0.106,0.16,0
S112,P0712,Cotton Cushion Cover,Home Decor,387.0,5,3.84,38,27,338,0.0,0.592,0.076,0.106,0
S112,P0713,Bluetooth Neckband,Electronics Accessories,741.0,5,3.63,42,20,470,0.251,0.634,0.102,0.134,0
S112,P0714,Women's Flat Sandals,Footwear,303.0,5,3.95,42,31,272,0.186,0.359,0.126,0.121,0
S112,P0715,Floral Anarkali Kurti,Kurtis,900.0,25,3.55,23,33,474,0.655,0.588,0.115,0.154,0
S112,P0716,Wireless Mouse,Electronics Accessories,1205.0,0,3.94,37,0,144,0.275,0.649,0.101,0.127,0
S112,P0717,Women's Flat Sandals,Footwear,478.0,0,4.13,31,30,47,0.246,0.396,0.121,0.116,0
S112,P0718,Wall Hanging Clock,Home Decor,329.0,0,3.64,41,27,185,0.0,0.618,0.08,0.109,0
S112,P0719,Bluetooth Neckband,Electronics Accessories,641.0,0,4.52,30,15,269,0.27,0.602,0.102,0.115,0
S112,P0720,Phone Ring Holder,Electronics Accessories,814.0,0,3.67,31,15,822,0.28,0.673,0.104,0.127,0
S112,P0721,Embroidered Kurti Set,Kurtis,889.0,5,3.47,42,23,340,0.598,0.581,0.1,0.129,0
S112,P0722,Bluetooth Neckband,Electronics Accessories,391.0,0,3.73,37,24,365,0.257,0.64,0.107,0.103,0
S112,P0723,LED Fairy Lights,Home Decor,1109.0,0,3.63,36,0,174,0.02,0.602,0.097,0.103,0
S112,P0724,LED Fairy Lights,Home Decor,583.0,20,3.49,30,25,148,0.011,0.577,0.069,0.093,0
S112,P0725,Cotton Straight Kurti,Kurtis,1336.0,0,4.27,33,10,205,0.658,0.577,0.111,0.15,0
S112,P0726,Phone Ring Holder,Electronics Accessories,716.0,5,3.76,26,22,35,0.246,0.639,0.109,0.116,0
S112,P0727,Floral Anarkali Kurti,Kurtis,1009.0,15,3.78,18,33,865,0.696,0.597,0.109,0.156,0
S112,P0728,Embroidered Kurti Set,Kurtis,814.0,10,3.74,31,27,74,0.61,0.583,0.104,0.144,0
S112,P0729,Women's Flat Sandals,Footwear,1126.0,5,3.14,36,2,140,0.216,0.413,0.122,0.112,0
S112,P0730,USB Cable 3-pack,Electronics Accessories,1847.0,5,4.06,42,0,92,0.294,0.659,0.111,0.113,0
S112,P0731,Girls Party Dress,Kids Wear,936.0,5,3.38,41,23,372,0.617,0.571,0.099,0.114,0
S112,P0732,Pearl Drop Earrings,Jewellery,531.0,0,4.14,29,44,1495,1.0,0.544,0.128,0.104,1
S112,P0733,Embroidered Kurti Set,Kurtis,662.0,5,3.31,36,22,620,0.638,0.551,0.101,0.146,0
S112,P0734,Bluetooth Neckband,Electronics Accessories,699.0,10,4.78,31,22,405,0.219,0.643,0.118,0.113,0
S112,P0735,Embroidered Kurti Set,Kurtis,504.0,15,4.39,33,54,592,0.719,0.566,0.106,0.154,1
S112,P0736,Cotton Cushion Cover,Home Decor,998.0,15,3.29,37,12,389,0.051,0.578,0.085,0.105,0
S112,P0737,Beaded Bracelet,Jewellery,729.0,0,4.41,37,42,2941,0.993,0.542,0.114,0.127,1
S112,P0738,Oxidised Silver Jhumkas,Jewellery,561.0,15,4.26,34,51,774,1.0,0.491,0.113,0.132,1
S113,P0739,Oxidised Silver Jhumkas,Jewellery,1603.0,0,3.73,41,1,419,1.0,0.514,0.127,0.129,0
S113,P0740,Pearl Drop Earrings,Jewellery,499.0,15,3.25,22,52,359,0.994,0.549,0.11,0.123,1
S113,P0741,Oxidised Silver Jhumkas,Jewellery,328.0,5,2.81,19,44,499,0.992,0.547,0.127,0.129,1
S113,P0742,Floral Anarkali Kurti,Kurtis,564.0,25,4.48,24,47,1100,0.671,0.626,0.122,0.137,1
S113,P0743,Women's Flat Sandals,Footwear,625.0,0,4.4,21,22,202,0.207,0.372,0.115,0.122,0
S113,P0744,Oxidised Silver Jhumkas,Jewellery,524.0,15,4.23,27,55,129,1.0,0.468,0.131,0.122,1
S113,P0745,Wall Hanging Clock,Home Decor,296.0,25,3.81,26,46,234,0.102,0.611,0.069,0.094,1
S113,P0746,Ethnic Juttis,Footwear,1113.0,0,3.46,20,0,310,0.209,0.397,0.111,0.127,0
S113,P0747,Cotton Cushion Cover,Home Decor,515.0,25,3.24,29,26,43,0.0,0.609,0.069,0.106,0
S113,P0748,Beaded Bracelet,Jewellery,473.0,0,3.93,27,44,515,1.0,0.515,0.107,0.131,1
S113,P0749,LED Fairy Lights,Home Decor,514.0,0,3.5,21,7,219,0.0,0.595,0.069,0.108,0
S113,P0750,Ethnic Juttis,Footwear,439.0,25,2.96,20,32,1017,0.166,0.371,0.115,0.111,0
S113,P0751,Girls Party Dress,Kids Wear,1257.0,10,3.46,19,2,96,0.633,0.593,0.093,0.115,0
S113,P0752,USB Cable 3-pack,Electronics Accessories,478.0,0,3.85,25,21,138,0.239,0.629,0.11,0.12,0
S113,P0753,Men's Running Shoes,Footwear,500.0,20,3.08,26,27,273,0.147,0.364,0.11,0.109,0
S113,P0754,Kids Printed Frock,Kids Wear,792.0,0,3.56,28,11,379,0.581,0.58,0.099,0.118,0
S113,P0755,Ethnic Juttis,Footwear,700.0,0,3.78,17,2,206,0.223,0.387,0.121,0.116,0
S113,P0756,Floral Anarkali Kurti,Kurtis,550.0,10,4.45,23,43,83,0.724,0.576,0.114,0.144,1
S113,P0757,Pearl Drop Earrings,Jewellery,1105.0,0,4.21,21,25,277,0.992,0.501,0.138,0.124,0
S113,P0758,Wireless Mouse,Electronics Accessories,762.0,5,3.46,21,12,301,0.217,0.68,0.11,0.117,0
S113,P0759,Pearl Drop Earrings,Jewellery,171.0,0,4.07,27,48,686,0.987,0.523,0.128,0.122,1
S113,P0760,Kids Pajama Set,Kids Wear,317.0,0,2.76,27,23,999,0.57,0.561,0.078,0.112,0
S113,P0761,Pearl Drop Earrings,Jewellery,1759.0,0,4.03,19,0,623,0.983,0.516,0.124,0.131,0
S113,P0762,Kids Casual Sneakers,Footwear,251.0,15,4.48,21,45,38,0.214,0.36,0.114,0.131,1
S113,P0763,Ceramic Planter,Home Decor,819.0,0,3.26,23,0,100,0.0,0.624,0.072,0.096,0
S113,P0764,Cotton Straight Kurti,Kurtis,340.0,5,2.96,28,36,341,0.666,0.582,0.119,0.155,0
S113,P0765,Printed A-line Kurti,Kurtis,728.0,0,3.79,20,16,192,0.702,0.562,0.126,0.147,0
S113,P0766,Kids Pajama Set,Kids Wear,635.0,0,3.82,17,27,313,0.597,0.577,0.075,0.119,0
S113,P0767,Oxidised Silver Jhumkas,Jewellery,1023.0,0,3.55,25,15,859,0.986,0.478,0.122,0.122,0
S113,P0768,Ethnic Juttis,Footwear,1264.0,15,3.57,27,2,240,0.195,0.417,0.119,0.14,0
S113,P0769,Printed A-line Kurti,Kurtis,1239.0,25,3.93,23,18,228,0.656,0.615,0.111,0.131,0
